代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sz399416,I300,4652.664,-23.576,-0.504,4676.24,4697.324,4706.291,4635.436,2025497151,24262464792
sz399417,新能源车,3905.797,-30.22,-0.768,3936.017,3954.038,3982.969,3895.324,1895625167,77370121133
sz399418,数据要素,4197.01,-25.422,-0.602,4222.432,4254.627,4259.615,4182.603,913686110,20597770563
sz399419,国证高铁,2095.939,-9.284,-0.441,2105.223,2110.829,2113.061,2091.0,625604837,6570412988
sz399420,国证保证,1547.339,10.471,0.681,1536.868,1560.726,1562.345,1541.401,1401624107,20924956293
sz399422,中关村A,3451.312,-15.471,-0.446,3466.783,3486.831,3489.192,3441.997,5178341081,77060652754
sz399423,中关村50,2895.949,-24.91,-0.853,2920.859,2948.34,2951.906,2887.127,799820544,19232471919
sz399428,国证定增,4104.076,-3.974,-0.097,4108.05,4136.553,4146.694,4091.654,1621001683,27549663993
sz399429,新丝路,1625.433,3.867,0.238,1621.566,1628.995,1640.102,1621.238,2081144800,31338443962
sz399431,国证银行,8356.365,141.964,1.728,8214.401,8199.042,8356.365,8178.596,3294746949,23110148368
sz399432,智能汽车,6598.839,-36.735,-0.554,6635.574,6667.458,6713.722,6581.906,964116070,51360628934
sz399433,国证交运,1731.205,2.357,0.136,1728.848,1730.201,1737.325,1726.433,1102777546,7297383315
sz399434,数字传媒,2208.686,-15.522,-0.698,2224.208,2235.271,2237.273,2201.024,1604077017,17124283144
sz399435,国证农牧,4045.973,-27.24,-0.669,4073.213,4075.674,4075.674,4034.442,1241217548,8280780357
sz399436,绿色煤炭,4183.82,-33.726,-0.8,4217.546,4205.689,4219.988,4169.817,691454956,3526246010
sz399437,证券龙头,6874.683,49.827,0.73,6824.856,6963.584,6972.112,6851.568,1387863740,19087912967
sz399438,绿色电力,2095.374,2.93,0.14,2092.444,2094.511,2101.105,2091.542,784353236,7088349474
sz399439,国证油气,1907.873,0.137,0.007,1907.736,1894.624,1908.406,1893.209,1394855904,10528067782
sz399440,国证钢铁,1485.092,6.254,0.423,1478.838,1479.907,1499.419,1478.643,907346785,7705533482
sz399441,生物医药,2263.018,-0.513,-0.023,2263.531,2276.951,2287.685,2258.814,193362968,6062928435
sz399481,企债指数,127.842,-0.003,-0.002,127.845,127.845,127.845,127.842,1801000,180871715
sz399550,央视50,8038.755,36.955,0.462,8001.8,8022.091,8045.07,8007.982,1846897830,25633780880
sz399551,央视创新,9740.711,-33.77,-0.345,9774.481,9883.521,9901.82,9724.49,844964584,22314739050
sz399552,央视成长,8275.238,38.313,0.465,8236.925,8250.226,8275.238,8238.07,990272060,18030256466
sz399553,央视回报,7622.972,21.172,0.279,7601.8,7629.809,7655.837,7601.967,790264931,26922029980
sz399554,央视治理,7657.886,47.324,0.622,7610.562,7635.087,7657.961,7622.693,1706891123,22449542791
sz399555,央视责任,5429.056,43.551,0.809,5385.505,5388.545,5429.205,5382.017,2501388939,25235824171
sz399556,央视生态,2952.745,0.335,0.011,2952.41,2968.061,2985.752,2946.254,1404384694,54121462597
sz399557,央视文化,1901.673,-8.031,-0.421,1909.704,1918.841,1919.918,1896.829,1481984333,17953677199
sz399602,中小成长,1244.697,-2.015,-0.162,1246.712,1256.754,1258.198,1241.721,2455206819,68267205936
sz399604,中小价值,1976.92,-0.254,-0.013,1977.174,1983.319,1988.043,1972.058,1250864977,17784130042
sz399606,创业板R,3392.542,-18.477,-0.542,3411.019,3471.985,3477.78,3386.79,1609979435,95691361812
sz399608,科技100,4035.603,-25.761,-0.634,4061.364,4112.686,4117.808,4027.488,2158366351,100677216063
sz399610,TMT50,8787.853,12.76,0.145,8775.093,8980.172,9019.765,8749.071,1096578439,65502166884
sz399611,中创100R,3134.318,-10.544,-0.335,3144.862,3191.74,3196.48,3128.189,2056958862,118734632679
sz399612,中创100,2654.913,-8.93,-0.335,2663.843,2703.552,2707.567,2649.721,2056958862,118734632679
sz399613,深证能源,3325.021,-43.938,-1.304,3368.959,3364.994,3364.994,3317.471,219941591,1390517738
sz399614,深证材料,3547.322,27.451,0.78,3519.871,3529.364,3599.15,3527.404,2955729027,67628084191
sz399615,深证工业,4110.014,-23.415,-0.566,4133.429,4167.822,4170.68,4102.772,3095029396,82391077721
sz399616,深证可选,6417.215,-13.24,-0.206,6430.455,6452.247,6455.063,6404.89,1671220263,23258447763
sz399617,深证消费,9794.742,-28.614,-0.291,9823.356,9822.771,9832.675,9767.235,169863427,3213699278
sz399618,深证医药,8344.625,-33.308,-0.398,8377.933,8408.595,8423.404,8331.441,370931435,8987948728
sz399619,深证金融,7362.881,50.818,0.695,7312.063,7404.421,7409.586,7335.375,759889083,8883645578
sz399620,深证信息,5288.497,-22.583,-0.425,5311.08,5383.621,5395.587,5273.516,2422188819,73463793468
sz399621,深证电信,10179.119,107.553,1.068,10071.566,10458.65,10555.655,10085.789,299139431,34200334483
sz399622,深证公用,1779.034,4.873,0.275,1774.161,1777.513,1786.794,1774.683,289274306,2663802557
sz399623,中小基础,8712.966,-12.347,-0.142,8725.313,8785.407,8792.516,8693.281,6744497877,126531817093
sz399624,中创400,2457.057,-5.474,-0.222,2462.531,2479.651,2482.542,2452.355,6611217067,133032637172
sz399625,中创500,2335.197,-6.297,-0.269,2341.494,2368.604,2371.729,2330.85,8668175929,251767269851
sz399626,中创成长,1992.303,-5.61,-0.281,1997.913,2027.876,2030.739,1988.439,3149531778,142514517134
sz399627,中创价值,2460.477,-10.259,-0.415,2470.736,2481.857,2483.044,2454.769,1995880991,45110828379
sz399628,700成长,2305.684,-6.368,-0.275,2312.052,2331.699,2334.912,2301.836,2987293529,64278360925
sz399629,700价值,2878.708,-1.456,-0.051,2880.164,2887.794,2898.629,2871.861,2891629004,29737840103
sz399630,1000成长,1722.617,-6.172,-0.357,1728.789,1750.869,1752.825,1719.074,5118760790,192295522506
sz399631,1000价值,2226.545,4.298,0.193,2222.247,2230.384,2235.72,2220.837,4972688655,63955023153
sz399632,深100EW,5105.415,4.974,0.098,5100.441,5153.424,5156.41,5092.103,2335785270,104776546798
sz399633,深300EW,6028.584,0.346,0.006,6028.238,6077.595,6082.687,6013.281,6108325683,191342123048
sz399634,中小等权,4185.118,4.508,0.108,4180.61,4210.689,4221.416,4173.646,2014312865,61169686054
sz399635,创业板EW,2056.963,-2.114,-0.103,2059.077,2085.881,2087.911,2053.307,1609979435,95691361812
sz399636,深证装备,7575.046,-53.783,-0.705,7628.829,7762.057,7778.658,7560.979,1868435518,76449751124
sz399637,深证地产,1901.448,14.865,0.788,1886.583,1882.841,1904.908,1851.0,1446535464,5788285238
sz399638,深证环保,7633.53,-90.998,-1.178,7724.528,7786.355,7805.753,7616.94,1358813315,60794891921
sz399639,深证大宗,2201.081,18.81,0.862,2182.271,2187.258,2229.223,2181.173,1393250177,39424959025
sz399640,创业基础,2824.672,-15.249,-0.537,2839.921,2877.464,2882.67,2819.232,7565205114,205031135311
sz399641,深证新兴,2708.621,-8.337,-0.307,2716.958,2751.907,2755.563,2703.631,4614685007,165667526193
sz399642,中小新兴,2239.485,-5.907,-0.263,2245.392,2266.393,2269.491,2234.696,2892848409,75329975501
sz399643,创业新兴,3773.505,-21.669,-0.571,3795.174,3863.891,3871.151,3767.456,1797651963,99313504141
sz399644,深证时钟,3573.57,2.707,0.076,3570.863,3579.984,3586.125,3562.41,2286591301,29302377398
sz399645,100低波,9526.08,19.662,0.207,9506.418,9542.8,9561.689,9503.713,1198394846,21830483430
sz399646,深消费50,8003.599,-13.618,-0.17,8017.217,8030.756,8032.023,7987.433,1116879595,18022668530
sz399647,深医药50,8214.075,-30.897,-0.375,8244.972,8277.005,8290.746,8203.229,359189838,8466037631
sz399648,深证GDP,11753.361,-4.631,-0.039,11757.992,11822.782,11832.729,11720.47,2382381802,69001776835
sz399649,中小红利,3238.859,14.752,0.458,3224.107,3238.61,3255.648,3229.293,676631342,15173033880
sz399650,中小治理,2496.389,-8.393,-0.335,2504.782,2533.223,2535.578,2490.962,564211990,21166664994
sz399651,中小责任,1728.963,-1.36,-0.079,1730.323,1743.242,1744.682,1725.96,667947601,25685613027
sz399652,中创高新,3499.439,-29.661,-0.84,3529.1,3550.651,3557.916,3489.597,563231206,14565037317
sz399653,深证龙头,2985.533,-15.022,-0.501,3000.555,3033.205,3035.906,2979.316,1120749496,51181918348
sz399654,深证文化,2823.411,-15.649,-0.551,2839.06,2851.244,2853.381,2814.212,1962848919,21247285442
sz399655,深证绩效,10803.182,0.014,0.0,10803.168,10846.879,10850.81,10782.382,878814668,39559376600
sz399656,100绩效,6305.396,2.144,0.034,6303.252,6359.366,6359.588,6291.023,2335785270,104776546798
sz399657,300绩效,7028.803,13.396,0.191,7015.407,7072.286,7081.666,7010.489,6108325683,191342123048
sz399658,中小绩效,4761.029,12.492,0.263,4748.537,4785.118,4797.895,4747.621,2014312865,61169686054
sz399659,深成指EW,4589.553,-0.406,-0.009,4589.959,4624.42,4629.538,4579.293,10862624002,273106701859
sz399660,中创EW,2662.672,0.964,0.036,2661.708,2694.65,2697.379,2657.209,2056958862,118734632679
sz399661,深证低波,5945.854,6.716,0.113,5939.138,5956.872,5975.111,5930.983,2223862887,29097514429
sz399662,深证高贝,2338.217,-1.358,-0.058,2339.575,2370.753,2373.739,2333.506,1889020904,117671907506
sz399663,中小低波,1976.322,1.004,0.051,1975.318,1980.439,1984.813,1971.438,1515023905,17595729947
sz399664,中小高贝,1460.493,-0.451,-0.031,1460.944,1471.89,1477.993,1457.405,2469065059,65937395194
sz399665,中创低波,2345.805,-1.768,-0.075,2347.573,2355.922,2362.021,2340.116,3137341958,68352522500
sz399666,中创高贝,1968.773,-8.959,-0.453,1977.732,1997.931,2001.703,1964.936,3722624584,148041695667
sz399667,创业成长,5095.442,-5.397,-0.106,5100.839,5217.843,5239.905,5080.697,1200985547,76649018749
sz399668,创业板V,5308.805,-58.511,-1.09,5367.316,5417.569,5421.697,5298.375,1253543648,45454176521
sz399669,深证农业,8766.394,11.995,0.137,8754.399,8765.875,8817.938,8729.516,774427638,15359198085
sz399670,深周期50,4259.866,-8.215,-0.192,4268.081,4323.254,4328.807,4246.871,2053723348,68801753523
sz399671,深防御50,9421.345,25.731,0.274,9395.614,9562.604,9593.22,9377.247,1020191378,39785108227
sz399672,深红利50,4184.673,-9.435,-0.225,4194.108,4198.3,4207.705,4170.892,507600958,5048644280
sz399673,创业板50,3220.811,-20.933,-0.646,3241.744,3307.654,3315.7,3215.472,1176061034,79887829430
sz399674,深A医药,2009.64,-9.319,-0.462,2018.959,2026.068,2030.785,2003.296,1665539569,26698688882
sz399675,深互联网,3392.905,-18.857,-0.553,3411.762,3430.588,3436.609,3375.396,1976360458,34498638281
sz399676,深医药EW,3890.255,-20.677,-0.529,3910.932,3925.392,3935.226,3865.204,1665539569,26698688882
sz399677,深互联EW,5645.055,-18.732,-0.331,5663.787,5686.241,5697.373,5604.085,1976360458,34498638281
sz399678,深次新股,560.754,-0.317,-0.056,561.071,565.019,567.285,559.631,169863665,6785279715
sz399679,深证200R,6034.286,-1.735,-0.029,6036.021,6089.872,6097.626,6020.2,3772540413,86565576250
sz399680,深成能源,709.732,-10.21,-1.418,719.942,717.537,717.537,707.551,118425059,751704129
sz399681,深成材料,1250.576,11.595,0.936,1238.981,1242.578,1269.293,1241.495,2405716195,59112018697
sz399682,深成工业,1882.369,-17.32,-0.912,1899.689,1916.436,1916.715,1879.046,2584895643,71057943660
sz399683,深成可选,1870.985,-1.162,-0.062,1872.147,1877.269,1879.192,1866.861,1179968889,17237425187
sz399684,深成消费,1914.989,-4.714,-0.246,1919.703,1919.651,1921.314,1909.482,196927955,3862453748
sz399685,深成医药,1698.755,-7.237,-0.424,1705.992,1712.271,1715.143,1696.397,366268570,8613826563
sz399686,深成金融,2216.529,12.012,0.545,2204.517,2233.432,2235.267,2208.093,1264792406,12140742299
sz399687,深成信息,3592.433,-16.203,-0.449,3608.636,3659.277,3667.365,3582.83,2129399139,67744565718
sz399688,深成电信,5446.134,67.09,1.247,5379.044,5596.497,5654.03,5395.815,187495445,29280712602
sz399689,深成公用,879.967,2.205,0.251,877.762,879.064,883.854,877.544,258584194,2308226014
sz399692,创业低波,3871.521,-19.18,-0.493,3890.701,3910.165,3913.178,3864.486,839676872,28272442470
sz399693,安防产业,4838.543,-15.801,-0.326,4854.344,4881.599,4885.62,4807.604,1115403438,16066568020
sz399694,创业高贝,4068.43,-26.664,-0.651,4095.094,4139.814,4147.814,4054.953,2095534084,66339661283
sz399695,深证节能,2994.712,2.247,0.075,2992.465,3009.379,3040.344,2987.806,2741858471,86731358101
sz399696,深证创投,4063.683,8.999,0.222,4054.684,4129.86,4142.316,4045.563,2873596471,65820807404
sz399697,中关村60,3581.088,-16.58,-0.461,3597.668,3623.283,3624.773,3570.443,1316146538,22446449932
sz399698,优势成长,51047.98,-93.231,-0.182,51141.211,51245.082,51405.582,50705.852,216838094,3910168667
sz399699,金融科技,4355.69,-19.515,-0.446,4375.205,4415.044,4420.982,4336.026,1155555100,23742823421
sz399701,深证F60,8073.439,13.078,0.162,8060.361,8095.034,8098.135,8038.756,1867547006,42140522583
sz399702,深证F120,7600.382,13.215,0.174,7587.167,7621.595,7631.821,7569.371,3093550321,78451191676
sz399703,深证F200,7567.329,18.344,0.243,7548.985,7588.399,7603.95,7537.734,5145853989,125541491409
sz399704,深证上游,6379.917,63.209,1.001,6316.708,6331.94,6476.757,6329.725,1630375211,41890633155
sz399705,深证中游,4060.304,-18.612,-0.456,4078.916,4145.651,4153.503,4052.786,2872587483,124771772845
sz399706,深证下游,5669.499,-11.805,-0.208,5681.304,5698.414,5700.111,5658.708,1059679690,29478407438
sz399707,CSSW证券,6633.814,43.991,0.668,6589.823,6717.967,6724.808,6611.842,2057629607,24679514454
sz399750,深主板50,8909.119,17.134,0.193,8891.985,8938.717,8940.562,8885.368,1344200621,29675490705
sz399802,500深市,6556.157,-6.21,-0.095,6562.367,6623.479,6630.443,6542.189,4350752190,87759348462
sz399803,工业4.0,5078.281,-20.273,-0.398,5098.554,5161.879,5169.046,5068.256,894538734,31424292008
sz399804,中证体育,1947.707,-18.173,-0.924,1965.88,1969.706,1972.218,1942.198,265759158,4721998161
sz399805,互联金融,3744.567,-8.4,-0.224,3752.967,3789.972,3795.3,3730.002,1176849125,20591774498
sz399806,环境治理,1432.092,2.866,0.201,1429.226,1434.905,1443.391,1430.42,1060841886,11051140783
sz399807,高铁产业,1288.575,-1.522,-0.118,1290.097,1289.569,1291.64,1284.822,468463277,3602414677
sz399808,中证新能,2944.365,-2.554,-0.087,2946.919,2966.078,2993.615,2936.998,2768887504,95546547410
sz399809,保险主题,2497.758,18.312,0.739,2479.446,2482.212,2497.758,2474.774,1588410319,14338069374
sz399810,CSSW传媒,3030.397,-17.656,-0.579,3048.053,3060.258,3062.514,3019.648,1979709271,21195867052
sz399811,CSSW电子,5397.861,-7.084,-0.131,5404.945,5524.837,5536.241,5378.454,1050680800,53926399108
sz399812,养老产业,6433.255,-37.246,-0.576,6470.501,6477.633,6478.533,6414.251,685529204,14192878531
sz399813,中证国安,7276.286,-49.937,-0.682,7326.223,7336.007,7340.366,7256.875,2856133953,56052540790
sz399814,大农业,1197.885,2.288,0.191,1195.597,1197.439,1206.974,1192.837,897679692,15500676302
sz399850,深证50,8941.285,-8.95,-0.1,8950.235,9068.239,9080.628,8920.352,1313655289,72067109984
sz399852,中证1000,7365.553,-21.655,-0.293,7387.208,7429.7,7439.044,7348.872,13417536200,214517299672
sz399901,小康指数,6408.449,32.139,0.504,6376.31,6382.878,6418.496,6378.231,4968284600,60019374990
sz399903,中证100,4456.613,-1.151,-0.026,4457.764,4486.542,4487.796,4444.171,4158234400,135536931994
sz399905,中证 500,7100.597,-22.15,-0.311,7122.747,7174.104,7180.732,7086.1,8902197200,148442565398
sz399913,300 医药,8588.955,-20.667,-0.24,8609.622,8650.441,8678.004,8574.37,151083700,7088236131
sz399914,300 金融,6786.671,85.681,1.279,6700.99,6731.054,6786.671,6710.042,4711061600,44160035043
sz399928,中证能源,3037.64,-3.919,-0.129,3041.559,3022.517,3041.123,3015.921,653598900,5351011785
sz399932,中证消费,16158.903,-43.871,-0.271,16202.774,16205.229,16210.095,16124.676,249959400,7547981259
sz399933,中证医药,8470.853,-16.608,-0.196,8487.461,8521.478,8551.399,8456.994,447758500,12991880610
sz399934,中证金融,6347.69,73.632,1.174,6274.058,6307.901,6347.69,6288.861,5951208200,53784215436
sz399935,中证信息,6149.088,-26.32,-0.426,6175.408,6282.535,6290.196,6129.418,1997918600,88903678727
sz399959,军工指数,1562.015,-13.334,-0.846,1575.349,1572.17,1572.17,1559.362,280389289,8146623768
sz399965,800地产,2848.984,21.232,0.751,2827.752,2827.349,2853.414,2805.486,522748471,4181678445
sz399966,800非银,6492.629,40.806,0.632,6451.823,6548.157,6553.922,6469.589,1975020988,25497164190
sz399967,中证军工,11939.243,-86.982,-0.723,12026.225,12018.882,12018.882,11918.228,1446316501,28932885098
sz399970,移动互联,4277.39,-14.978,-0.349,4292.368,4356.327,4363.333,4264.45,2847014402,80423681122
sz399971,中证传媒,1424.748,-10.002,-0.697,1434.75,1440.498,1441.588,1421.689,1306953481,14854542918
sz399972,300深市,5534.704,-9.139,-0.165,5543.843,5608.667,5612.778,5521.661,2715816472,114722661887
sz399973,中证国防,1600.022,-13.119,-0.813,1613.141,1612.256,1612.404,1597.118,367589874,9758801434
sz399974,国企改革,1877.161,0.593,0.032,1876.568,1885.785,1886.676,1871.656,2771766139,55541196692
sz399975,证券公司,864.3,5.745,0.669,858.555,875.193,876.096,861.436,2070970566,24788770265
sz399976,CS新能车,4548.624,-9.411,-0.206,4558.035,4576.454,4641.562,4532.974,1832256053,78451681378
sz399982,500等权,8709.98,-25.091,-0.287,8735.071,8788.01,8795.239,8690.86,8902197200,148442565398
sz399983,地产等权,2278.022,47.123,2.112,2230.899,2229.39,2280.874,2228.98,337552689,2098078764
sz399986,中证银行,7939.017,134.106,1.718,7804.911,7790.196,7939.017,7771.374,3644058981,24298955215
sz399987,中证酒,5553.322,-6.303,-0.113,5559.625,5562.322,5564.175,5536.934,73448039,4351517838
sz399989,中证医疗,7006.977,-49.254,-0.698,7056.231,7087.592,7104.417,6996.334,265779186,8430641148
sz399990,煤炭等权,3204.715,-43.353,-1.335,3248.068,3232.391,3240.373,3194.376,560292093,4098289044
sz399991,一带一路,2787.748,7.351,0.264,2780.397,2798.474,2802.876,2779.552,3118585124,62759453969
sz399992,CSWD并购,2067.649,-9.277,-0.447,2076.926,2090.33,2094.762,2061.925,1633615458,23181224784
sz399993,CSWD生科,2762.163,-8.637,-0.312,2770.8,2783.499,2793.018,2756.725,347837677,9399358416
sz399994,信息安全,1845.192,-13.303,-0.716,1858.495,1868.338,1872.727,1838.881,1213801735,24410985619
sz399995,基建工程,3890.74,10.78,0.278,3879.96,3888.875,3899.123,3877.021,972433858,6988898377
sz399996,智能家居,4310.226,-1.361,-0.032,4311.587,4366.568,4375.026,4292.961,1799998306,61268911976
sz399997,中证白酒,9819.325,-6.866,-0.07,9826.191,9831.615,9835.29,9786.803,46294601,3871143097
sz399998,中证煤炭,2182.972,-19.41,-0.881,2202.382,2194.428,2202.3,2175.41,560292093,4098289044
sz970070,CNTAI50,5087.011,26.432,0.522,5060.579,5222.759,5252.28,5047.333,1007005101,47965248166
sz980015,疫苗生科,6712.581,-3.039,-0.045,6715.62,6758.578,6797.997,6702.125,286709825,10253301824
sz980016,医疗健康,6356.501,-17.047,-0.267,6373.548,6398.268,6422.367,6345.139,198277206,8849040435
sz980018,卫星通信,3646.571,-4.821,-0.132,3651.392,3671.019,3675.853,3628.123,723898619,15793990105
sz980022,CNIROBOT,2369.923,-16.227,-0.68,2386.15,2396.865,2404.108,2366.848,260523485,7655298729
sz980027,CNINEB,3363.774,-22.959,-0.678,3386.733,3427.33,3434.535,3358.669,675247020,32266825653
sz980028,龙头家电,12189.057,35.851,0.295,12153.206,12176.771,12198.157,12154.577,279149450,6880982999
sz980030,消费电子,6805.823,-9.075,-0.133,6814.898,6933.663,6952.088,6793.358,942124139,33648794849
sz980032,新能电池,16166.974,-75.627,-0.466,16242.601,16315.404,16524.908,16117.116,1390456319,59476070867
sz980035,化肥农药,2239.199,11.7,0.525,2227.499,2233.182,2272.61,2225.923,1451258272,20673179804
sz980076,通用航空,3159.559,-19.145,-0.602,3178.704,3180.219,3181.967,3149.875,365856893,7804620340
sz980092,CNIFCF,5294.466,-2.696,-0.051,5297.162,5305.962,5324.536,5277.884,1691468378,22395513328
